time,"[Clarity]Air Temp. in Vehicle (℃)","[Clarity]Air Temp. Outside Vehicle (℃)","[Clarity]Battery Capacity (LineB) (Ah)","[Clarity]Battery Capacity (total) (Ah)","[Clarity]Distance Traveled since Battery Connected (miles)","[Clarity]HV Battery Voltage (LineA) (V)","[Clarity]HV Battery Voltage (LineB) (V)","[Clarity]HV Total Battery Current (A)","[Clarity]Individual Cell Max SOC (Line A) (%)","[Clarity]Individual Cell Max SOC (Line B) (%)","[Clarity]Individual Cell Min SOC (Line A) (%)","[Clarity]Individual Cell Min SOC (Line B) (%)","[Clarity]Input Voltage of Normal Charger (V)","[Clarity]Odometer (miles)","[Clarity]Output Voltage of Normal Charger (V)","[Clarity]SOC (%)","Altitude (GPS) (feet)","Average speed (mph)","Average speed (GPS) (mph)","Distance travelled (miles)","Distance travelled (total) (miles)","EV Instant Energy Consumption (km/kWh)","EV Instant Energy Consumption [kWh/100km] (mi/kWh)","HV EV Battery Power (kW)","Hybrid/EV battery pack remaining charge (%)","Hybrid/EV Battery System Current (A)","Hybrid/EV Battery System Voltage (V)","OBD Module Voltage (V)","Speed (GPS) (mph)","Vehicle acceleration (g)","Vehicle speed (mph)",Latitude,Longtitude,
12:53:21.253,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,341.328125,,,,,39.56575944,-104.87622521,
12:53:21.443,,,,,,,,,,,,,,,,,5797.7368865918,,,,,,,,,,,,,,,39.56575945,-104.87622872,
12:53:21.610,23,13,,54.98,,341.1,,0.78,94.97,,94.06,,,,,98,,,,,,,,,,,,,,,,39.56575945,-104.87622872,
12:53:21.951,,,27.49,,,,341.4,,,95.19,,94.03,,,,,,,,,,,,0.266292,,,,,,,,39.56575945,-104.87622872,
12:53:22.110,,,,,,,,,,,,,,69341,,,,,,,,,,,,,,,,,,39.56575945,-104.87622872,
12:53:22.214,,,,,,,,,,,,,,,,,,5.84789690133378,,0.171903127230032,252.191630058514,0,,,,,,,,0,0,39.56575945,-104.87622872,
12:53:22.326,,,,,,,,,,,,,,,,,,,,,,,,,98,,,,,,,39.56575945,-104.87622872,
12:53:22.445,,,,,,,,,,,,,,,,,5796.57305345703,,,,,,,,,,,,,,,39.56575587,-104.87623003,
12:53:22.476,,,,,,,,,,,,,,,,,,,,,,,,,,,341.328125,,,,,39.56575587,-104.87623003,
12:53:22.827,23,13,,54.98,,340.9,,0.96,94.97,,94.06,,,,,98,,,,,,,,,,,,,,,,39.56575587,-104.87623003,
12:53:23.269,,,27.49,,,,341.1,,,95.19,,94.03,,,,,,,,,,,,0.327456,,,,,,,,39.56575587,-104.87623003,
12:53:23.448,,,,,,,,,,,,,,,,,5797.37083583984,,,,,,,,,,,,,,,39.5657571,-104.87622935,
12:53:23.504,,,,,,,,,,,,,,69341,,,,,,,,,,,,,,,,,,39.5657571,-104.87622935,
12:53:23.620,,,,,,,,,,,,,,,,,,5.79567652937409,,0.172631119867612,252.192358051152,9.16153620639109,5.69271291410144,,,,,,,0.0180165372711852,1.864113576712,39.5657571,-104.87622935,
12:53:23.667,,,,,,,,,,,,,,,,,,,,,,,,,98,,,,,,,39.5657571,-104.87622935,
12:53:23.734,,,,,,,,,,,,,,,,,,,,,,,,,,15.7,340.5625,,,,,39.5657571,-104.87622935,
12:53:24.045,23,13,,54.98,,339.9,,22.66,94.97,,94.06,,,,,98,,,,,,,,,,,,,,,,39.5657571,-104.87622935,
12:53:24.434,,,,,,,,,,,,,,,,,5797.88346708984,,,,,,,,,,,,,,,39.56575761,-104.87623015,
12:53:24.438,,,27.49,,,,339.2,,,95.19,,94.03,,,,,,,,,,,,7.686272,,,,,,,,39.56575761,-104.87623015,
12:53:24.618,,,,,,,,,,,,,,69341,,,,,,,,,,,,,,,,,,39.56575761,-104.87623015,
12:53:24.756,,,,,,,,,,,,,,,,,,5.80006030726116,,0.17459256968816,252.194319500972,1.30102083298639,0.808416616013589,,,,,,,0.058895802580038,6.21371192237334,39.56575761,-104.87623015,
12:53:24.807,,,,,,,,,,,,,,,,,,,,,,,,,98,,,,,,,39.56575761,-104.87623015,
12:53:24.891,,,,,,,,,,,,,,,,,,,,,,,,,,42.7,338.890625,,,,,39.56575761,-104.87623015,
12:53:25.262,23,13,,54.98,,338.5,,46.42,94.96,,94.05,,,,,98,,,,,,,,,,,,,,,,39.56575761,-104.87623015,
12:53:25.430,,,,,,,,,,,,,,,,,5797.56307255859,,9.63315692469348,,,,,,,,,,6.71080887616321,,,39.56578871,-104.8762153,
12:53:25.626,,,27.49,,,,338.5,,,95.18,,94.02,,,,,,,,,,,,15.71317,,,,,,,,39.56578871,-104.8762153,
12:53:25.803,,,,,,,,,,,,,,69341,,,,,,,,,,,,,,,,,,39.56578871,-104.8762153,
12:53:25.908,,,,,,,,,,,,,,,,,,5.84360223215174,,0.177772077197638,252.197499008482,1.01825411422393,0.632713577209436,,,,,,,0.0945841729443621,9.94193907579734,39.56578871,-104.8762153,
12:53:25.964,,,,,,,,,,,,,,,,,,,,,,,,,98,,,,,,,39.56578871,-104.8762153,
12:53:26.032,,,,,,,,,,,,,,,,,,,,,,,,,,57.7,337.890625,,,,,39.56578871,-104.8762153,
12:53:26.433,23,13,,54.98,,337.3,,59.74,94.94,,94.03,,,,,98,,,,,,,,,,,,,,,,39.56578871,-104.8762153,
12:53:26.450,,,,,,,,,,,,,,,,,5798.35444705078,,9.63319400713235,,,,,,,,,,9.64119529075595,,,39.56582134,-104.87618569,
12:53:26.731,,,27.49,,,,337.7,,,95.13,,93.97,,,,,,,,,,,,20.174198,,,,,,,,39.56582134,-104.87618569,
12:53:26.917,,,,,,,,,,,,,,69341,,,,,,,,,,,,,,,,,,39.56582134,-104.87618569,
12:53:27.014,,,,,,,,,,,,,,,,,,5.90944573994349,,0.181591239953809,252.201318171238,0.991365307309862,0.616005652368436,,,,,,,0.118024076947633,12.4274238447467,39.56582134,-104.87618569,
12:53:27.182,,,,,,,,,,,,,,,,,,,,,,,,,98,,,,,,,39.56582134,-104.87618569,
12:53:27.304,,,,,,,,,,,,,,,,,,,,,,,,,,48.8,338.234375,,,,,39.56582134,-104.87618569,
12:53:27.439,,,,,,,,,,,,,,,,,5798.78217375,,9.6428954831701,,,,,,,,,,11.8110240913752,,,39.5658578,-104.87612817,
12:53:27.613,23,13,,54.98,,337.7,,55.22,94.91,,94,,,,,98,,,,,,,,,,,,,,,,39.5658578,-104.87612817,
12:53:27.949,,,27.49,,,,337,,,95.1,,93.94,,,,,,,,,,,,18.60914,,,,,,,,39.5658578,-104.87612817,
12:53:28.211,,,,,,,,,,,,,,69341,,,,,,,,,,,,,,,,,,39.5658578,-104.87612817,
12:53:28.387,,,,,,,,,,,,,,,,,,6.02740825091613,,0.187514284357132,252.207241215641,1.34342586492444,0.834765873113964,,,,,,,0.13073160449613,15.5342798059333,39.5658578,-104.87612817,
12:53:28.438,,,,,,,,,,,,,,,,,5799.60158276367,,9.66682261637444,,,,,,,,,,14.9874727301028,,,39.56586893,-104.87604636,
12:53:28.446,,,,,,,,,,,,,,,,,,,,,,,,,98,,,,,,,39.56586893,-104.87604636,
12:53:28.513,,,,,,,,,,,,,,,,,,,,,,,,,,65.1,337.140625,,,,,39.56586893,-104.87604636,
12:53:28.818,23,13,,54.98,,336.5,,65.8,94.85,,93.94,,,,,98,,,,,,,,,,,,,,,,39.56586893,-104.87604636,
12:53:29.214,,,27.49,,,,336.1,,,95.07,,93.91,,,,,,,,,,,,22.11538,,,,,,,,39.56586893,-104.87604636,
12:53:29.445,,,,,,,,,,,,,,,,,,,9.69847327947507,,,,,,,,,,16.7099136323185,,,39.565872,-104.87595901,
12:53:29.446,,,,,,,,,,,,,,,,,5802.05980980469,,,,,,,,,,,,,,,39.565872,-104.87595901,
12:53:29.458,,,,,,,,,,,,,,69341,,,,,,,,,,,,,,,,,,39.565872,-104.87595901,
12:53:29.539,,,,,,,,,,,,,,,,,,6.14949898397861,,0.193280271651058,252.213007202935,1.31130462148966,0.814806663959652,,,,,,,0.112536529350508,18.0197645748827,39.565872,-104.87595901,
12:53:29.595,,,,,,,,,,,,,,,,,,,,,,,,,98,,,,,,,39.565872,-104.87595901,
12:53:29.663,,,,,,,,,,,,,,,,,,,,,,,,,,72.9,336.484375,,,,,39.565872,-104.87595901,
12:53:30.048,23,13,,54.98,,336.1,,71.76,94.81,,93.9,,,,,98,,,,,,,,,,,,,,,,39.565872,-104.87595901,
12:53:30.417,,,27.49,,,,335.6,,,95.03,,93.87,,,,,,,,,,,,24.082656,,,,,,,,39.565872,-104.87595901,
12:53:30.469,,,,,,,,,,,,,,,,,5802.35777671875,,9.73980961949865,,,,,,,,,,18.7902639999335,,,39.5658809,-104.875865,
12:53:30.587,,,,,,,,,,,,,,69341,,,,,,,,,,,,,,,,,,39.5658809,-104.875865,
12:53:30.678,,,,,,,,,,,,,,,,,,6.28641199055995,,0.19957295515716,252.219299886441,1.32875709390193,0.825651124194939,,,,,,,0.09500791166601,19.8838781515947,39.5658809,-104.875865,
12:53:30.736,,,,,,,,,,,,,,,,,,,,,,,,,98,,,,,,,39.5658809,-104.875865,
12:53:30.805,,,,,,,,,,,,,,,,,,,,,,,,,,68.1,336.53125,,,,,39.5658809,-104.875865,
12:53:31.188,23,13,,54.98,,336.5,,64.26,94.77,,93.86,,,,,98,,,,,,,,,,,,,,,,39.5658809,-104.875865,
12:53:31.441,,,,,,,,,,,,,,,,,5804.43553525391,,9.78658812670887,,,,,,,,,,20.624553210068,,,39.56589409,-104.87575566,
12:53:31.504,,,27.49,,,,336.5,,,94.99,,93.83,,,,,,,,,,,,21.62349,,,,,,,,39.56589409,-104.87575566,
12:53:31.686,,,,,,,,,,,,,,69341,,,,,,,,,,,,,,,,,,39.56589409,-104.87575566,
12:53:31.859,,,,,,,,,,,,,,,,,,6.4382307595203,,0.206505318246993,252.226232249531,1.57236412808478,0.977021470632169,,,,,,,0.0818455833058742,21.1266205360694,39.56589409,-104.87575566,
12:53:31.948,,,,,,,,,,,,,,,,,,,,,,,,,98,,,,,,,39.56589409,-104.87575566,
12:53:32.087,,,,,,,,,,,,,,,,,,,,,,,,,,31.4,338.4375,,,,,39.56589409,-104.87575566,
12:53:32.426,23,13,,54.98,,338.7,,22.06,94.73,,93.82,,,,,98,,,,,,,,,,,,,,,,39.56589409,-104.87575566,
12:53:32.453,,,,,,,,,,,,,,,,,5803.65136963867,,9.84042798804037,,,,,,,,,,21.8772363389656,,,39.56591443,-104.87564091,
12:53:32.717,,,27.49,,,,339,,,94.93,,93.78,,,,,,,,,,,,7.47834,,,,,,,,39.56591443,-104.87564091,
12:53:32.866,,,,,,,,,,,,,,69341,,,,,,,,,,,,,,,,,,39.56591443,-104.87564091,
12:53:33.144,,,,,,,,,,,,,,,,,,6.59988066121005,,0.214045839864635,252.233772771149,4.54646351997903,2.82504058387289,,,,,,,0.0535852008792441,21.1266205360694,39.56591443,-104.87564091,
12:53:33.213,,,,,,,,,,,,,,,,,,,,,,,,,98,,,,,,,39.56591443,-104.87564091,
12:53:33.283,,,,,,,,,,,,,,,,,,,,,,,,,,1.9,340.171875,,,,,39.56591443,-104.87564091,
12:53:33.438,,,,,,,,,,,,,,,,,,,9.89138439684858,,,,,,,,,,21.6311741148308,,,39.56592436,-104.87552376,
12:53:33.439,,,,,,,,,,,,,,,,,5803.80515901367,,,,,,,,,,,,,,,39.56592436,-104.87552376,
12:53:33.575,23,13,,54.98,,340.6,,1.2,94.71,,93.81,,,,,98,,,,,,,,,,,,,,,,39.56592436,-104.87552376,
12:53:33.969,,,27.49,,,,340.9,,,94.93,,93.77,,,,,,,,,,,,0.40908,,,,,,,,39.56592436,-104.87552376,
12:53:34.195,,,,,,,,,,,,,,69341,,,,,,,,,,,,,,,,,,39.56592436,-104.87552376,
12:53:34.287,,,,,,,,,,,,,,,,,,6.72868541979173,,0.220359862085973,252.24008679337,78.2243082037743,48.6063166128875,,,,,,,,19.8838781515947,39.56592436,-104.87552376,
12:53:34.365,,,,,,,,,,,,,,,,,,,,,,,,,98,,,,,,,39.56592436,-104.87552376,
12:53:34.441,,,,,,,,,,,,,,,,,5804.52364375,,9.93968948109985,,,,,,,,,,20.9377229256381,,,39.5659317,-104.87541002,
12:53:34.445,,,,,,,,,,,,,,,,,,,,,,,,,,,340.9375,,,,,39.5659317,-104.87541002,
12:53:34.733,23,13,,54.98,,341.6,,-15.6,94.71,,93.8,,,,,98,,,,,,,,,,,,,,,,39.5659317,-104.87541002,
12:53:35.094,,,27.49,,,,342.6,,,94.93,,93.77,,,,,,,,,,,,-5.34456,,,,,,,,39.5659317,-104.87541002,
12:53:35.269,,,,,,,,,,,,,,69341,,,,,,,,,,,,,,,,,,39.5659317,-104.87541002,
12:53:35.372,,,,,,,,,,,,,,,,,,6.83157928799558,,0.225787147882754,252.245514079167,-5.42607810558774,-3.37160757854716,,,,,,,-0.0181047518601831,18.0197645748827,39.5659317,-104.87541002,
12:53:35.418,,,,,,,,,,,,,,,,,,,,,,,,,98,,,,,,,39.5659317,-104.87541002,
12:53:35.440,,,,,,,,,,,,,,,,,5804.81600375977,,9.98239009046417,,,,,,,,,,19.7745171630903,,,39.56593372,-104.87530553,
12:53:35.485,,,,,,,,,,,,,,,,,,,,,,,,,,-26.3,342.015625,,,,,39.56593372,-104.87530553,
12:53:35.856,23,13,,54.98,,342.3,,-27.14,94.71,,93.81,,,,,98,,,,,,,,,,,,,,,,39.56593372,-104.87530553,
12:53:36.213,,,27.49,,,,342.6,,,94.94,,93.78,,,,,,,,,,,,-9.298164,,,,,,,,39.56593372,-104.87530553,
12:53:36.377,,,,,,,,,,,,,,69341,,,,,,,,,,,,,,,,,,39.56593372,-104.87530553,
12:53:36.445,,,,,,,,,,,,,,,,,5805.23812355469,,10.0108619605006,,,,,,,,,,16.5309588996188,,,39.56593815,-104.87522263,
12:53:36.489,,,,,,,,,,,,,,,,,,6.90674535828186,,0.230414550932278,252.250141482216,-2.58115473119209,-1.60385469647556,,,,,,,-0.0611855714522664,14.912908613696,39.56593815,-104.87522263,
12:53:36.546,,,,,,,,,,,,,,,,,,,,,,,,,98,,,,,,,39.56593815,-104.87522263,
12:53:36.615,,,,,,,,,,,,,,,,,,,,,,,,,,-26.2,342.15625,,,,,39.56593815,-104.87522263,
12:53:37.003,23,13,,54.98,,342.6,,-27.4,94.73,,93.82,,,,,98,,,,,,,,,,,,,,,,39.56593815,-104.87522263,
12:53:37.317,,,27.49,,,,342.8,,,94.95,,93.79,,,,,,,,,,,,-9.39272,,,,,,,,39.56593815,-104.87522263,
12:53:37.448,,,,,,,,,,,,,,,,,5805.83165442383,,10.026092348969,,,,,,,,,,13.5334649935909,,,39.56594353,-104.87515394,
12:53:37.484,,,,,,,,,,,,,,69341,,,,,,,,,,,,,,,,,,39.56594353,-104.87515394,
12:53:37.617,,,,,,,,,,,,,,,,,,6.95812756100048,,0.234309495083435,252.254036426367,-2.12930865606555,-1.32309064892811,,,,,,,-0.0886603692789253,12.4274238447467,39.56594353,-104.87515394,
12:53:37.747,,,,,,,,,,,,,,,,,,,,,,,,,98,,,,,,,39.56594353,-104.87515394,
12:53:37.857,,,,,,,,,,,,,,,,,,,,,,,,,,-24.9,342.1875,,,,,39.56594353,-104.87515394,
12:53:38.160,23,13,,54.98,,342.6,,-22.44,94.74,,93.84,,,,,98,,,,,,,,,,,,,,,,39.56594353,-104.87515394,
12:53:38.439,,,,,,,,,,,,,,,,,5805.28618273437,,10.030538904855,,,,,,,,,,11.0728342190076,,,39.5659496,-104.87509217,
12:53:38.469,,,27.49,,,,341.8,,,94.96,,93.81,,,,,,,,,,,,-7.669992,,,,,,,,39.5659496,-104.87509217,
12:53:38.769,,,,,,,,,,,,,,69341,,,,,,,,,,,,,,,,,,39.5659496,-104.87509217,
12:53:38.907,,,,,,,,,,,,,,,,,,6.98954659693793,,0.237872272076904,252.257599203361,-2.08605171948028,-1.29621204298518,,,,,,,-0.0981040897645873,9.94193907579734,39.5659496,-104.87509217,
12:53:38.960,,,,,,,,,,,,,,,,,,,,,,,,,98,,,,,,,39.5659496,-104.87509217,
12:53:39.043,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,340.796875,,,,,39.5659496,-104.87509217,
12:53:39.344,23,13,,54.98,,340.9,,0.26,94.75,,93.85,,,,,98,,,,,,,,,,,,,,,,39.5659496,-104.87509217,
12:53:39.442,,,,,,,,,,,,,,,,,5805.82925146484,,10.0288708354931,,,,,,,,,,9.64119529075595,,,39.56595472,-104.8750434,
12:53:39.758,,,27.49,,,,341.6,,,94.98,,93.82,,,,,,,,,,,,0.088816,,,,,,,,39.56595472,-104.8750434,
12:53:39.954,,,,,,,,,,,,,,69341,,,,,,,,,,,,,,,,,,39.56595472,-104.8750434,
12:53:40.038,,,,,,,,,,,,,,,,,,6.99950145906832,,0.240410163292207,252.260137094576,146.370023419204,90.950087822014,,,,,,,-0.0971194939871878,8.07782549908534,39.56595472,-104.8750434,
12:53:40.097,,,,,,,,,,,,,,,,,,,,,,,,,98,,,,,,,39.56595472,-104.8750434,
12:53:40.168,,,,,,,,,,,,,,,,,,,,,,,,,,-2.3,340.984375,,,,,39.56595472,-104.8750434,
12:53:40.452,,,,,,,,,,,,,,,,,5808.19216113281,,10.0220158414734,,,,,,,,,,8.43324977837892,,,39.56595768,-104.87499406,
12:53:40.487,23,13,,54.98,,341.1,,-2.02,94.76,,93.85,,,,,98,,,,,,,,,,,,,,,,39.56595768,-104.87499406,
12:53:40.860,,,27.49,,,,341.4,,,94.98,,93.82,,,,,,,,,,,,-0.689628,,,,,,,,39.56595768,-104.87499406,
12:53:41.036,,,,,,,,,,,,,,69341,,,,,,,,,,,,,,,,,,39.56595768,-104.87499406,
12:53:41.129,,,,,,,,,,,,,,,,,,7.0034970696236,,0.242669500015741,252.2623964313,-17.4006855870121,-10.8122814038873,,,,,,,-0.0732525939068078,7.45645430684801,39.56595768,-104.87499406,
12:53:41.190,,,,,,,,,,,,,,,,,,,,,,,,,98,,,,,,,39.56595768,-104.87499406,
12:53:41.259,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6,340.90625,,,,,39.56595768,-104.87499406,
12:53:41.438,,,,,,,,,,,,,,,,,5808.95950603516,,10.0112774255523,,,,,,,,,,7.44899768187646,,,39.5659612,-104.87495415,
12:53:41.633,23,13,,54.98,,341.4,,-0.66,94.76,,93.85,,,,,98,,,,,,,,,,,,,,,,39.5659612,-104.87495415,
12:53:41.944,,,27.49,,,,341.1,,,94.98,,93.82,,,,,,,,,,,,-0.225126,,,,,,,,39.5659612,-104.87495415,
12:53:42.149,,,,,,,,,,,,,,69341,,,,,,,,,,,,,,,,,,39.5659612,-104.87495415,
12:53:42.253,,,,,,,,,,,,,,,,,,6.99644636253252,,0.244609039425036,252.264335970709,-44.4195694855325,-27.6010323107948,,,,,,,-0.061103197421773,6.21371192237334,39.5659612,-104.87495415,
12:53:42.302,,,,,,,,,,,,,,,,,,,,,,,,,98,,,,,,,39.5659612,-104.87495415,
12:53:42.415,,,,,,,,,,,,,,,,,,,,,,,,,,,340.984375,,,,,39.5659612,-104.87495415,
12:53:42.446,,,,,,,,,,,,,,,,,5810.51982740234,,9.99696359272051,,,,,,,,,,6.64370085140084,,,39.5659649,-104.87491733,
12:53:42.795,23,13,,54.98,,341.6,,-1.26,94.76,,93.85,,,,,98,,,,,,,,,,,,,,,,39.5659649,-104.87491733,
12:53:43.115,,,27.49,,,,341.6,,,94.98,,93.82,,,,,,,,,,,,-0.430416,,,,,,,,39.5659649,-104.87491733,
12:53:43.275,,,,,,,,,,,,,,69341,,,,,,,,,,,,,,,,,,39.5659649,-104.87491733,
12:53:43.417,,,,,,,,,,,,,,,,,,6.97217654288516,,0.246016344962088,252.265743276246,-16.2633359354671,-10.1055653135571,,,,,,,-0.0565201545315234,4.34959834566134,39.5659649,-104.87491733,
12:53:43.445,,,,,,,,,,,,,,,,,5811.07811487305,,9.9772671306833,,,,,,,,,,5.30153875617189,,,39.56596676,-104.87488823,
12:53:43.546,,,,,,,,,,,,,,,,,,,,,,,,,98,,,,,,,39.56596676,-104.87488823,
12:53:43.642,,,,,,,,,,,,,,,,,,,,,,,,,,-4.7,341.140625,,,,,39.56596676,-104.87488823,
12:53:43.931,23,13,,54.98,,341.4,,-4.42,94.76,,93.86,,,,,98,,,,,,,,,,,,,,,,39.56596676,-104.87488823,
12:53:44.237,,,27.49,,,,341.6,,,94.98,,93.83,,,,,,,,,,,,-1.509872,,,,,,,,39.56596676,-104.87488823,
12:53:44.452,,,,,,,,,,,,,,69341,,,,,,,,,,,,,,,,,,39.56596676,-104.87488823,
12:53:44.459,,,,,,,,,,,,,,,,,5811.45217548828,,9.94918082840711,,,,,,,,,,3.3554044380816,,,39.56596816,-104.87486813,
12:53:44.675,,,,,,,,,,,,,,,,,,6.92817711018469,,0.246884911975176,252.266611843259,-2.64923119310776,-1.64615543569256,,,,,,,-0.0549730772046252,2.48548476894934,39.56596816,-104.87486813,
12:53:44.743,,,,,,,,,,,,,,,,,,,,,,,,,98,,,,,,,39.56596816,-104.87486813,
12:53:44.819,,,,,,,,,,,,,,,,,,,,,,,,,,,340.96875,,,,,39.56596816,-104.87486813,
12:53:45.120,23,13,,54.98,,341.1,,-0.06,94.76,,93.86,,,,,98,,,,,,,,,,,,,,,,39.56596816,-104.87486813,
12:53:45.443,,,,,,,,,,,,,,,,,5811.83985287109,,9.91518345090789,,,,,,,,,,1.65533287745334,,,39.56596821,-104.87485941,
12:53:45.518,,,27.49,,,,341.4,,,94.98,,93.83,,,,,,,,,,,,-0.020484,,,,,,,,39.56596821,-104.87485941,
12:53:45.699,,,,,,,,,,,,,,69341,,,,,,,,,,,,,,,,,,39.56596821,-104.87485941,
12:53:45.811,,,,,,,,,,,,,,,,,,6.8728365006446,,0.24708092809175,252.266807859376,-48.8185901191174,-30.3344561609061,,,,,,,-0.0665447200992951,0.621371192237334,39.56596821,-104.87485941,
12:53:45.939,,,,,,,,,,,,,,,,,,,,,,,,,98,,,,,,,39.56596821,-104.87485941,
12:53:46.020,,,,,,,,,,,,,,,,,,,,,,,,,,2.4,340.75,,,,,39.56596821,-104.87485941,
12:53:46.433,,,,,,,,,,,,,,,,,5812.3412703125,,9.87796514963416,,,,,,,,,,0.850035780314129,,,39.565966,-104.87485424,
12:53:46.481,,,,,,6.5,,3.28,0,,0,,,,,98,,,,,,,,,,,,,,,,39.565966,-104.87485424,
12:53:46.790,,,27.49,,,,341.1,,,94.98,,93.83,,,,,,,,,,,,1.118808,,,,,,,,39.565966,-104.87485424,
12:53:46.960,,,,,,,,,,,,,,69341,,,,,,,,,,,,,,,,,,39.565966,-104.87485424,
12:53:47.048,,,,,,,,,,,,,,,,,,6.80777182866585,,0.24708092809175,252.266807859376,0,,,,,,,,-0.0590682918286694,0,39.565966,-104.87485424,
12:53:47.096,,,,,,,,,,,,,,,,,,,,,,,,,98,,,,,,,39.565966,-104.87485424,
12:53:47.228,,,,,,,,,,,,,,,,,,,,,,,,,,2.4,340.75,,,,,39.565966,-104.87485424,
12:53:47.448,,,,,,,,,,,,,,,,,5812.60399382812,,9.83658598149624,,,,,,,,,,0,,,39.56596719,-104.87485265,
12:53:47.641,23,13,,54.98,,341.1,,1.98,94.76,,93.86,,,,,98,,,,,,,,,,,,,,,,39.56596719,-104.87485265,
12:53:47.938,,,27.49,,,,341.1,,,94.98,,93.83,,,,,,,,,,,,0.675378,,,,,,,,39.56596719,-104.87485265,
12:53:48.102,,,,,,,,,,,,,,69341,,,,,,,,,,,,,,,,,,39.56596719,-104.87485265,
12:53:48.210,,,,,,,,,,,,,,,,,,6.74778193833659,,0.24708092809175,252.266807859376,0,,,,,,,,-0.0413758108060873,0,39.56596719,-104.87485265,
12:53:48.357,,,,,,,,,,,,,,,,,,,,,,,,,98,,,,,,,39.56596719,-104.87485265,
12:53:48.441,,,,,,,,,,,,,,,,,5813.05094419922,,,,,,,,,,,,,,,39.56596808,-104.87485233,
12:53:48.499,,,,,,,,,,,,,,,,,,,,,,,,,,1.4,340.796875,,,,,39.56596808,-104.87485233,
12:53:48.797,23,13,,54.98,,341.1,,1.2,94.76,,93.86,,,,,98,,,,,,,,,,,,,,,,39.56596808,-104.87485233,
12:53:49.146,,,27.49,,,,341.1,,,94.98,,93.83,,,,,,,,,,,,0.40932,,,,,,,,39.56596808,-104.87485233,
12:53:49.362,,,,,,,,,,,,,,69341,,,,,,,,,,,,,,,,,,39.56596808,-104.87485233,
12:53:49.431,,,,,,,,,,,,,,,,,5812.86992128906,,,,,,,,,,,,,,,39.56596838,-104.87485218,
12:53:49.477,,,,,,,,,,,,,,,,,,6.6835025180245,,0.24708092809175,252.266807859376,0,,,,,,,,-0.0235949063971817,0,39.56596838,-104.87485218,
12:53:49.537,,,,,,,,,,,,,,,,,,,,,,,,,98,,,,,,,39.56596838,-104.87485218,
12:53:49.605,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,340.84375,,,,,39.56596838,-104.87485218,
12:53:49.911,23,13,,54.98,,340.9,,0.86,94.76,,93.86,,,,,98,,,,,,,,,,,,,,,,39.56596838,-104.87485218,
12:53:50.314,,,27.49,,,,340.9,,,94.98,,93.83,,,,,,,,,,,,0.293174,,,,,,,,39.56596838,-104.87485218,
12:53:50.437,,,,,,,,,,,,,,,,,5813.20313160156,,,,,,,,,,,,,,,39.56596948,-104.87485195,
12:53:50.477,,,,,,,,,,,,,,69341,,,,,,,,,,,,,,,,,,39.56596948,-104.87485195,
12:53:50.578,,,,,,,,,,,,,,,,,,6.62865247723057,,0.24708092809175,252.266807859376,0,,,,,,,,-0.00594186848570706,0,39.56596948,-104.87485195,
12:53:50.637,,,,,,,,,,,,,,,,,,,,,,,,,98,,,,,,,39.56596948,-104.87485195,
12:53:50.706,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,340.84375,,,,,39.56596948,-104.87485195,
12:53:51.008,23,13,,54.98,,340.9,,0.78,94.76,,93.86,,,,,98,,,,,,,,,,,,,,,,39.56596948,-104.87485195,
12:53:51.383,,,27.49,,,,340.6,,,94.98,,93.83,,,,,,,,,,,,0.265668,,,,,,,,39.56596948,-104.87485195,
12:53:51.443,,,,,,,,,,,,,,,,,5813.07657576172,,,,,,,,,,,,,,,39.56596974,-104.87485184,
12:53:51.563,,,,,,,,,,,,,,69341,,,,,,,,,,,,,,,,,,39.56596974,-104.87485184,
12:53:51.658,,,,,,,,,,,,,,,,,,6.57576904190369,,0.24708092809175,252.266807859376,0,,,,,,,,0,0,39.56596974,-104.87485184,
12:53:51.704,,,,,,,,,,,,,,,,,,,,,,,,,98,,,,,,,39.56596974,-104.87485184,
12:53:51.797,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,340.84375,,,,,39.56596974,-104.87485184,
12:53:52.144,23,13,,54.98,,340.9,,0.7,94.76,,93.86,,,,,98,,,,,,,,,,,,,,,,39.56596974,-104.87485184,
12:53:52.516,,,27.49,,,,340.6,,,94.98,,93.83,,,,,,,,,,,,0.23842,,,,,,,,39.56596974,-104.87485184,
12:53:52.700,,,,,,,,,,,,,,69341,,,,,,,,,,,,,,,,,,39.56596974,-104.87485184,
12:53:52.794,,,,,,,,,,,,,,,,,,6.521018493581,,0.24708092809175,252.266807859376,0,,,,,,,,0,0,39.56596974,-104.87485184,
12:53:52.838,,,,,,,,,,,,,,,,,,,,,,,,,98,,,,,,,39.56596974,-104.87485184,
12:53:52.906,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,340.859375,,,,,39.56596974,-104.87485184,
12:53:53.274,23,13,,54.98,,340.4,,1.04,94.76,,93.86,,,,,98,,,,,,,,,,,,,,,,39.56596974,-104.87485184,
